734119 0.0002460 -0.0000820 0.0890000 0.5868000 74.0210000
621018 0.0002430 -0.0000840 0.1024000 0.5812000 73.9990000
620133 0.0002430 -0.0000830 0.0886000 0.5891000 74.0130000
618407 0.0002440 -0.0000850 0.1030000 0.5834000 74.0070000
616773 0.0002430 -0.0000850 0.1015000 0.5822000 74.0060000
615948 0.0002430 -0.0000840 0.1045000 0.5800000 74.0040000
611591 0.0002450 -0.0000820 0.1034000 0.5793000 74.0050000
611565 0.0002430 -0.0000850 0.1004000 0.5754000 74.0200000
611456 0.0002430 -0.0000810 0.0974000 0.5745000 74.0090000
611385 0.0002440 -0.0000850 0.1010000 0.5829000 74.0000000
611030 0.0002440 -0.0000820 0.0960000 0.5806000 74.0070000
610607 0.0002430 -0.0000830 0.0992000 0.5738000 74.0220000
610433 0.0002430 -0.0000820 0.0986000 0.5818000 74.0150000
609971 0.0002440 -0.0000840 0.0963000 0.5785000 74.0040000
609239 0.0002420 -0.0000820 0.0992000 0.5807000 74.0080000
608939 0.0002450 -0.0000830 0.0988000 0.5763000 74.0120000
608333 0.0002440 -0.0000830 0.0991000 0.5800000 74.0000000
607157 0.0002430 -0.0000850 0.0928000 0.5817000 73.9990000
606298 0.0002430 -0.0000840 0.1004000 0.5841000 74.0050000
606078 0.0002430 -0.0000850 0.1043000 0.5867000 73.9980000
606063 0.0002440 -0.0000830 0.0934000 0.5838000 74.0200000
606063 0.0002430 -0.0000820 0.0956000 0.5785000 74.0100000
606051 0.0002430 -0.0000820 0.0955000 0.5842000 74.0250000
605401 0.0002430 -0.0000830 0.0962000 0.5863000 74.0200000
605105 0.0002440 -0.0000830 0.0997000 0.5820000 74.0140000
604836 0.0002420 -0.0000810 0.0981000 0.5816000 74.0220000
604768 0.0002440 -0.0000820 0.1042000 0.5792000 74.0210000
604347 0.0002420 -0.0000850 0.1049000 0.5813000 74.0130000
603733 0.0002440 -0.0000850 0.0989000 0.5762000 73.9980000
603664 0.0002440 -0.0000820 0.0996000 0.5719000 74.0090000
603446 0.0002430 -0.0000830 0.0960000 0.5798000 74.0070000
603414 0.0002410 -0.0000830 0.0975000 0.5789000 74.0210000
602841 0.0002450 -0.0000850 0.0964000 0.5820000 74.0260000
602700 0.0002420 -0.0000830 0.1003000 0.5800000 74.0270000
602457 0.0002430 -0.0000830 0.0934000 0.5837000 74.0020000
601284 0.0002450 -0.0000840 0.0910000 0.5845000 74.0130000
600794 0.0002420 -0.0000840 0.0948000 0.5871000 74.0240000
600598 0.0002410 -0.0000820 0.0939000 0.5846000 74.0170000
600481 0.0002420 -0.0000840 0.1002000 0.5834000 74.0110000
599450 0.0002430 -0.0000830 0.0897000 0.5861000 74.0270000
599032 0.0002430 -0.0000830 0.0975000 0.5786000 73.9850000
598832 0.0002430 -0.0000830 0.0962000 0.5817000 74.0020000
598656 0.0002420 -0.0000840 0.0945000 0.5861000 74.0020000
598581 0.0002430 -0.0000830 0.1003000 0.5810000 73.9980000
598443 0.0002440 -0.0000830 0.1027000 0.5795000 74.0180000
598054 0.0002430 -0.0000820 0.0899000 0.5850000 74.0290000
598042 0.0002440 -0.0000830 0.0920000 0.5847000 74.0080000
597894 0.0002430 -0.0000830 0.0965000 0.5847000 74.0000000
597879 0.0002420 -0.0000860 0.0960000 0.5882000 74.0010000
597633 0.0002420 -0.0000850 0.0947000 0.5859000 73.9970000
597469 0.0002430 -0.0000820 0.0906000 0.5832000 74.0000000
596483 0.0002430 -0.0000830 0.0977000 0.5828000 74.0080000
596458 0.0002450 -0.0000820 0.0945000 0.5838000 74.0080000
595748 0.0002450 -0.0000820 0.1030000 0.5834000 74.0180000
595529 0.0002440 -0.0000820 0.1079000 0.5723000 74.0300000
595196 0.0002430 -0.0000830 0.0962000 0.5833000 74.0080000
593782 0.0002430 -0.0000830 0.0986000 0.5716000 74.0080000
593598 0.0002430 -0.0000820 0.0944000 0.5788000 74.0000000
592989 0.0002440 -0.0000820 0.1005000 0.5824000 74.0190000
592840 0.0002450 -0.0000810 0.0985000 0.5774000 74.0190000
592602 0.0002420 -0.0000820 0.1009000 0.5793000 74.0190000
