     10523 -0.000208  -7.7e-05   -0.8554    0.6412   74.0555
     22295 -0.000207  -7.8e-05   -0.8331    0.6286   74.0536
     22043 -0.000207  -7.5e-05   -0.8003    0.6442   74.0683
     21236 -0.000206  -8.5e-05   -0.8193    0.5894   73.9885
     12702 -0.000206  -8.4e-05   -0.8087    0.5859   73.9883
     23426 -0.000206  -8.3e-05   -0.8047    0.5903   73.9884
     22449 -0.000206  -8.2e-05   -0.8327    0.6313   74.0601
     22938 -0.000206  -8.2e-05    -0.826    0.6061   74.0324
     22391 -0.000206    -8e-05   -0.8306    0.6235   74.0553
     22260 -0.000206  -7.8e-05   -0.8131    0.6388   74.0606
     22802 -0.000206  -7.7e-05   -0.8161    0.6469   74.0747
     22662 -0.000206  -7.7e-05   -0.8146    0.6417   74.0727
     23072 -0.000206  -7.7e-05   -0.8141    0.6363   74.0723
     16632 -0.000206  -7.7e-05    -0.807    0.6352   74.0525
     22717 -0.000206  -7.7e-05   -0.8059    0.6401   74.0709
     21508 -0.000206  -7.7e-05   -0.7931    0.6454   74.0611
     25111 -0.000206  -7.6e-05   -0.8192    0.6363   74.0676
     23501 -0.000206  -7.6e-05   -0.8154    0.6341   74.0545
     12245 -0.000206  -7.6e-05   -0.8124    0.6451    74.069
     24446 -0.000206  -7.6e-05   -0.8064    0.6352   74.0554
     23327 -0.000206  -7.6e-05   -0.8019    0.6329   74.0661
     23082 -0.000206  -7.6e-05   -0.7975    0.6363   74.0712
     19433 -0.000206  -7.5e-05   -0.8215    0.6415   74.0666
     22594 -0.000206  -7.5e-05    -0.803    0.6416   74.0565
      1585 -0.000206  -7.4e-05   -0.8125     0.635   74.0618
     17128 -0.000206  -7.4e-05    -0.809    0.6375   74.0482
     21848 -0.000206  -7.4e-05   -0.8038    0.6363   74.0849
     14930 -0.000206  -7.4e-05   -0.8033    0.6356   74.0777
     24852 -0.000206  -7.4e-05   -0.8025    0.6463   74.0728
     21854 -0.000206  -7.4e-05   -0.8009    0.6363    74.063
     23657 -0.000206  -7.4e-05   -0.8003    0.6363   74.0639
      4254 -0.000206  -7.2e-05   -0.7971     0.634   74.0546
     23037 -0.000205  -8.5e-05   -0.8049    0.5956   74.0087
     15646 -0.000205  -8.5e-05   -0.8042    0.5946    73.983
     15554 -0.000205  -8.4e-05   -0.8117    0.5788   73.9707
     22822 -0.000205  -8.4e-05   -0.8063    0.5898   73.9799
     23006 -0.000205  -8.4e-05   -0.8049    0.5893   73.9933
     22658 -0.000205  -8.3e-05   -0.8071     0.595   73.9944
     23470 -0.000205  -8.1e-05   -0.8231     0.606   74.0134
     24948 -0.000205  -7.8e-05   -0.8183    0.6411   74.0672
     23219 -0.000205  -7.8e-05   -0.8144    0.6412   74.0651
     22795 -0.000205  -7.8e-05   -0.8132     0.642   74.0566
     23060 -0.000205  -7.8e-05   -0.8128    0.6382   74.0697
     22960 -0.000205  -7.8e-05   -0.8117    0.6373    74.052
     19067 -0.000205  -7.8e-05   -0.8076    0.6378   74.0669
     24016 -0.000205  -7.8e-05   -0.8007    0.6107   74.0192
      8789 -0.000205  -7.7e-05   -0.8227    0.6384   74.0693
     22729 -0.000205  -7.7e-05    -0.815    0.6465   74.0817
     22963 -0.000205  -7.7e-05   -0.8144     0.637   74.0613
     23595 -0.000205  -7.7e-05    -0.813    0.6453   74.0845
     21244 -0.000205  -7.7e-05   -0.8129    0.6386    74.068
     23654 -0.000205  -7.7e-05   -0.8128    0.6335   74.0496
     23668 -0.000205  -7.7e-05    -0.812    0.6392   74.0781
     13981 -0.000205  -7.7e-05    -0.812    0.6426   74.0605
     25435 -0.000205  -7.7e-05   -0.8102    0.6414   74.0606
