      6385  0.000236  -7.8e-05    0.1437    0.5879   74.0572
      6020  0.000237    -8e-05    0.1412     0.592    74.044
      6237  0.000237  -7.9e-05    0.1371    0.5915     74.04
      6285  0.000237  -7.9e-05    0.1516    0.5918   74.0433
      6035  0.000237  -7.8e-05    0.1371    0.5885   74.0296
      6355  0.000237  -7.8e-05     0.141    0.5932   74.0443
      6120  0.000237  -7.8e-05    0.1588     0.583    74.039
      6140  0.000237  -7.7e-05    0.1405    0.5871   74.0384
      5650  0.000237  -7.7e-05    0.1456    0.5865   74.0295
      4717  0.000237  -7.5e-05    0.1499    0.5779   74.0398
       602  0.000237  -7.4e-05    0.1398    0.6211   74.0821
      5967  0.000238    -8e-05    0.1353     0.592     74.04
      2407  0.000238    -8e-05    0.1357    0.5959   74.0411
      4231  0.000238    -8e-05    0.1395    0.5962   74.0323
      5265  0.000238  -7.9e-05    0.1359    0.5924   74.0436
      5953  0.000238  -7.9e-05    0.1397     0.592   74.0416
      5932  0.000238  -7.9e-05    0.1403    0.5867   74.0354
      5489  0.000238  -7.9e-05    0.1406    0.5914   74.0346
      5881  0.000238  -7.9e-05    0.1411    0.5899    74.044
      5968  0.000238  -7.9e-05     0.142    0.5894   74.0417
      6240  0.000238  -7.9e-05    0.1428    0.5957   74.0295
      6051  0.000238  -7.9e-05    0.1434    0.5859   74.0285
      5945  0.000238  -7.9e-05    0.1437    0.5952    74.049
      5856  0.000238  -7.9e-05     0.144    0.5863   74.0269
      6266  0.000238  -7.9e-05    0.1466    0.5909   74.0394
      5536  0.000238  -7.9e-05    0.1471    0.5722   74.0244
      5462  0.000238  -7.9e-05    0.1486    0.5685   74.0073
      5672  0.000238  -7.9e-05    0.1533    0.5856   74.0365
      6349  0.000238  -7.8e-05    0.1359    0.5871   74.0519
      5798  0.000238  -7.8e-05    0.1369    0.5895   74.0431
      6005  0.000238  -7.8e-05     0.137    0.5875   74.0473
      4882  0.000238  -7.8e-05     0.137    0.5891   74.0397
      6184  0.000238  -7.8e-05    0.1381    0.5891    74.031
      5842  0.000238  -7.8e-05    0.1388    0.5904   74.0349
      2831  0.000238  -7.8e-05    0.1389    0.5895   74.0368
      6229  0.000238  -7.8e-05    0.1396    0.5876   74.0377
      2705  0.000238  -7.8e-05    0.1398    0.5897    74.053
      6146  0.000238  -7.8e-05    0.1407    0.5866   74.0389
      5471  0.000238  -7.8e-05    0.1417    0.5949   74.0419
      5922  0.000238  -7.8e-05    0.1477    0.5827   74.0198
      6081  0.000238  -7.8e-05    0.1483    0.5934   74.0413
      3005  0.000238  -7.7e-05    0.0884    0.6006   74.0014
      6128  0.000238  -7.7e-05    0.1357    0.5884   74.0417
      5953  0.000238  -7.7e-05    0.1369    0.5842    74.048
      6385  0.000238  -7.7e-05    0.1374    0.5875    74.027
      5902  0.000238  -7.7e-05    0.1388    0.5879   74.0407
      2157  0.000238  -7.7e-05    0.1391    0.5832   74.0223
      5354  0.000238  -7.7e-05    0.1409    0.5981   74.0487
      5785  0.000238  -7.7e-05    0.1422    0.5864   74.0403
      3138  0.000238  -7.7e-05    0.1433    0.5893   74.0337
      5878  0.000238  -7.7e-05    0.1471    0.5907   74.0463
      6065  0.000238  -7.6e-05    0.1367    0.5864   74.0392
      6042  0.000238  -7.6e-05    0.1455    0.5946   74.0498
      6298  0.000238  -7.6e-05    0.1468    0.5921   74.0502
      6235  0.000238  -7.5e-05    0.1374     0.589   74.0557
       225  0.000238  -7.2e-05    0.1365     0.615   74.0914
      5964  0.000239  -8.1e-05    0.1383    0.5883   74.0285
      5739  0.000239    -8e-05    0.1328    0.5935   74.0463
       623  0.000239    -8e-05    0.1375    0.5935   74.0517
      5887  0.000239    -8e-05    0.1376    0.5924   74.0344
      5528  0.000239    -8e-05    0.1489    0.5906   74.0409
      6006  0.000239    -8e-05    0.1509    0.5834   74.0316
      5992  0.000239  -7.9e-05    0.0719    0.6038   73.9928
      5580  0.000239  -7.9e-05    0.0987    0.5998   73.9871
      2662  0.000239  -7.9e-05    0.1351    0.5852    74.019
      6125  0.000239  -7.9e-05    0.1375    0.5902   74.0441
      5800  0.000239  -7.9e-05    0.1381    0.5891   74.0466
      6036  0.000239  -7.9e-05    0.1383    0.5852   74.0443
      6044  0.000239  -7.9e-05     0.141    0.5951   74.0423
      5452  0.000239  -7.9e-05    0.1417    0.5928   74.0439
      6150  0.000239  -7.9e-05    0.1423    0.5907   74.0224
      6202  0.000239  -7.9e-05    0.1436    0.5957   74.0374
      5772  0.000239  -7.9e-05    0.1438    0.5894   74.0441
      6049  0.000239  -7.9e-05    0.1455    0.5953   74.0501
      6248  0.000239  -7.9e-05    0.1456    0.5904   74.0381
      6156  0.000239  -7.9e-05    0.1457    0.5948   74.0551
      6068  0.000239  -7.9e-05    0.1468    0.5987   74.0635
      6147  0.000239  -7.9e-05    0.1559    0.5823   74.0277
      5859  0.000239  -7.8e-05    0.1349    0.5888   74.0279
      6079  0.000239  -7.8e-05    0.1351    0.5845   74.0422
      6187  0.000239  -7.8e-05    0.1387     0.589   74.0508
      5841  0.000239  -7.8e-05    0.1393    0.5816   74.0383
      5982  0.000239  -7.8e-05    0.1395    0.5933    74.033
      6161  0.000239  -7.8e-05    0.1396    0.5875   74.0378
      6414  0.000239  -7.8e-05    0.1397    0.5856   74.0392
      5550  0.000239  -7.8e-05    0.1401    0.5912   74.0446
      5740  0.000239  -7.8e-05    0.1412    0.5961   74.0469
      6352  0.000239  -7.8e-05    0.1427    0.5868   74.0453
