618794 -0.0002040 -0.0000830 -0.8105000 0.5866000 73.8670000
617705 -0.0002040 -0.0000830 -0.8070000 0.5883000 73.8710000
617134 -0.0002060 -0.0000830 -0.8047000 0.5903000 73.8680000
616800 -0.0002020 -0.0000830 -0.8087000 0.5895000 73.8650000
614750 -0.0002050 -0.0000810 -0.8231000 0.6060000 73.8930000
614018 -0.0002020 -0.0000860 -0.8132000 0.5809000 73.8410000
612374 -0.0002040 -0.0000840 -0.8072000 0.5889000 73.8700000
611486 -0.0002040 -0.0000840 -0.8113000 0.5890000 73.8820000
610080 -0.0002050 -0.0000840 -0.8049000 0.5893000 73.8750000
610021 -0.0002020 -0.0000840 -0.8160000 0.5864000 73.8720000
609395 -0.0002040 -0.0000840 -0.8069000 0.5895000 73.8730000
607938 -0.0002030 -0.0000810 -0.8053000 0.5954000 73.8790000
606712 -0.0002040 -0.0000840 -0.8107000 0.5906000 73.8650000
606671 -0.0002030 -0.0000830 -0.8092000 0.5897000 73.8800000
604858 -0.0002020 -0.0000860 -0.8074000 0.5923000 73.8720000
601566 -0.0002050 -0.0000840 -0.8063000 0.5898000 73.8680000
599200 -0.0002030 -0.0000860 -0.8080000 0.5917000 73.8700000
598737 -0.0002060 -0.0000820 -0.8260000 0.6061000 73.9020000
598054 -0.0002040 -0.0000830 -0.8117000 0.5791000 73.8630000
597776 -0.0002050 -0.0000850 -0.8049000 0.5956000 73.8890000
595890 -0.0002050 -0.0000830 -0.8071000 0.5950000 73.8740000
595524 -0.0002060 -0.0000820 -0.8327000 0.6313000 73.9410000
592763 -0.0002070 -0.0000780 -0.8331000 0.6286000 73.9380000
592464 -0.0002060 -0.0000800 -0.8306000 0.6235000 73.9270000
592284 -0.0002040 -0.0000820 -0.8096000 0.5860000 73.8840000
590439 -0.0002040 -0.0000850 -0.8109000 0.5899000 73.8780000
587497 -0.0002040 -0.0000840 -0.8149000 0.5972000 73.8570000
579401 -0.0002040 -0.0000850 -0.8081000 0.5927000 73.8570000
562309 -0.0002030 -0.0000830 -0.8132000 0.5871000 73.8790000
548896 -0.0002060 -0.0000850 -0.8193000 0.5894000 73.8660000
548628 -0.0002040 -0.0000850 -0.8105000 0.5896000 73.8600000
506981 -0.0002020 -0.0000840 -0.8137000 0.5920000 73.8770000
488566 -0.0002040 -0.0000860 -0.8105000 0.5895000 73.8610000
414746 -0.0002020 -0.0000850 -0.8083000 0.5910000 73.8720000
413025 -0.0002030 -0.0000860 -0.8071000 0.5777000 73.8480000
412747 -0.0002040 -0.0000820 -0.8211000 0.6036000 73.9000000
410670 -0.0002050 -0.0000850 -0.8042000 0.5946000 73.8640000
406824 -0.0002050 -0.0000840 -0.8117000 0.5788000 73.8560000
333318 -0.0002060 -0.0000840 -0.8087000 0.5859000 73.8630000
270584 -0.0002030 -0.0000740 -0.7984000 0.6468000 73.9540000
270283 -0.0002050 -0.0000770 -0.8102000 0.6414000 73.9450000
270276 -0.0002050 -0.0000760 -0.8141000 0.6379000 73.9500000
270250 -0.0002050 -0.0000760 -0.8186000 0.6367000 73.9590000
270157 -0.0002040 -0.0000770 -0.8066000 0.6483000 73.9440000
269523 -0.0002040 -0.0000740 -0.7944000 0.6447000 73.9400000
268921 -0.0002060 -0.0000740 -0.8025000 0.6463000 73.9530000
268743 -0.0002030 -0.0000770 -0.8215000 0.6365000 73.9570000
267850 -0.0002040 -0.0000770 -0.8183000 0.6385000 73.9530000
267756 -0.0002040 -0.0000750 -0.8051000 0.6429000 73.9420000
267543 -0.0002050 -0.0000780 -0.8183000 0.6411000 73.9530000
267524 -0.0002040 -0.0000750 -0.8203000 0.6367000 73.9580000
267430 -0.0002020 -0.0000730 -0.8013000 0.6462000 73.9340000
267257 -0.0002050 -0.0000760 -0.8217000 0.6387000 73.9400000
265912 -0.0002060 -0.0000760 -0.8192000 0.6363000 73.9520000
262688 -0.0002030 -0.0000780 -0.8128000 0.6360000 73.9300000
262254 -0.0002040 -0.0000760 -0.8106000 0.6364000 73.9460000
262150 -0.0002030 -0.0000750 -0.8103000 0.6349000 73.9370000
261980 -0.0002040 -0.0000720 -0.8060000 0.6365000 73.9480000
261863 -0.0002030 -0.0000760 -0.8136000 0.6345000 73.9520000
261772 -0.0002060 -0.0000760 -0.8064000 0.6352000 73.9370000
261677 -0.0002050 -0.0000760 -0.8127000 0.6320000 73.9380000
261554 -0.0002050 -0.0000740 -0.8081000 0.6315000 73.9400000
261475 -0.0002050 -0.0000760 -0.8121000 0.6362000 73.9470000
261472 -0.0002040 -0.0000770 -0.8101000 0.6323000 73.9470000
261043 -0.0002040 -0.0000760 -0.8088000 0.6392000 73.9490000
260967 -0.0002030 -0.0000750 -0.8103000 0.6310000 73.9600000
260915 -0.0002040 -0.0000750 -0.8085000 0.6373000 73.9500000
260880 -0.0002050 -0.0000760 -0.8081000 0.6329000 73.9440000
260521 -0.0002040 -0.0000750 -0.7982000 0.6424000 73.9550000
260402 -0.0002040 -0.0000760 -0.8009000 0.6442000 73.9490000
260187 -0.0002040 -0.0000760 -0.8066000 0.6395000 73.9460000
260173 -0.0002050 -0.0000720 -0.7964000 0.6410000 73.9510000
260112 -0.0002020 -0.0000760 -0.8088000 0.6395000 73.9450000
259669 -0.0002030 -0.0000760 -0.8071000 0.6376000 73.9560000
259630 -0.0002030 -0.0000750 -0.7985000 0.6450000 73.9400000
259390 -0.0002050 -0.0000760 -0.8121000 0.6414000 73.9730000
259380 -0.0002030 -0.0000770 -0.8085000 0.6321000 73.9380000
259263 -0.0002030 -0.0000760 -0.8042000 0.6422000 73.9530000
259160 -0.0002020 -0.0000730 -0.8042000 0.6390000 73.9490000
259153 -0.0002040 -0.0000740 -0.8121000 0.6353000 73.9450000
259074 -0.0002030 -0.0000750 -0.8024000 0.6408000 73.9540000
258831 -0.0002040 -0.0000750 -0.8009000 0.6366000 73.9540000
258753 -0.0002050 -0.0000780 -0.8007000 0.6107000 73.9030000
258576 -0.0002040 -0.0000750 -0.8038000 0.6416000 73.9500000
258509 -0.0002040 -0.0000750 -0.8075000 0.6341000 73.9410000
258168 -0.0002050 -0.0000760 -0.8120000 0.6350000 73.9420000
258111 -0.0002030 -0.0000760 -0.8140000 0.6391000 73.9580000
257919 -0.0002030 -0.0000740 -0.8045000 0.6401000 73.9460000
257908 -0.0002040 -0.0000740 -0.7978000 0.6443000 73.9520000
257796 -0.0002050 -0.0000740 -0.8045000 0.6390000 73.9600000
257786 -0.0002040 -0.0000750 -0.8028000 0.6394000 73.9480000
257752 -0.0002040 -0.0000740 -0.8016000 0.6400000 73.9520000
257554 -0.0002040 -0.0000750 -0.7999000 0.6430000 73.9460000
257281 -0.0002030 -0.0000760 -0.8037000 0.6431000 73.9450000
257220 -0.0002030 -0.0000750 -0.8089000 0.6395000 73.9590000
257069 -0.0002020 -0.0000750 -0.8060000 0.6417000 73.9460000
256997 -0.0002050 -0.0000760 -0.8150000 0.6381000 73.9330000
256975 -0.0002040 -0.0000740 -0.8038000 0.6396000 73.9490000
256912 -0.0002030 -0.0000740 -0.8124000 0.6418000 73.9550000
256669 -0.0002050 -0.0000760 -0.8080000 0.6333000 73.9440000
256458 -0.0002040 -0.0000760 -0.8048000 0.6465000 73.9610000
256427 -0.0002040 -0.0000750 -0.8114000 0.6331000 73.9460000
256165 -0.0002030 -0.0000760 -0.8078000 0.6398000 73.9600000
255966 -0.0002040 -0.0000760 -0.8059000 0.6329000 73.9240000
255867 -0.0002040 -0.0000750 -0.8056000 0.6376000 73.9540000
255351 -0.0002030 -0.0000730 -0.8047000 0.6377000 73.9500000
255084 -0.0002040 -0.0000750 -0.8076000 0.6440000 73.9550000
255082 -0.0002040 -0.0000760 -0.8059000 0.6405000 73.9590000
255076 -0.0002030 -0.0000750 -0.8056000 0.6412000 73.9490000
254762 -0.0002040 -0.0000790 -0.7982000 0.6099000 73.8940000
254695 -0.0002020 -0.0000740 -0.8015000 0.6435000 73.9500000
254576 -0.0002050 -0.0000770 -0.8227000 0.6384000 73.9530000
254514 -0.0002050 -0.0000760 -0.8093000 0.6376000 73.9640000
254510 -0.0002040 -0.0000750 -0.8037000 0.6400000 73.9490000
254507 -0.0002030 -0.0000760 -0.8020000 0.6371000 73.9550000
254413 -0.0002040 -0.0000750 -0.8051000 0.6406000 73.9520000
254199 -0.0002030 -0.0000770 -0.7993000 0.6062000 73.9090000
254117 -0.0002030 -0.0000760 -0.8066000 0.6394000 73.9510000
253976 -0.0002050 -0.0000760 -0.8010000 0.6443000 73.9570000
253941 -0.0002050 -0.0000750 -0.8045000 0.6329000 73.9270000
253922 -0.0002020 -0.0000770 -0.8028000 0.6329000 73.9430000
253876 -0.0002040 -0.0000760 -0.8053000 0.6361000 73.9420000
253875 -0.0002040 -0.0000770 -0.8046000 0.6421000 73.9490000
253840 -0.0002040 -0.0000740 -0.8020000 0.6369000 73.9500000
253817 -0.0002050 -0.0000760 -0.8117000 0.6295000 73.9570000
253782 -0.0002040 -0.0000770 -0.8061000 0.6433000 73.9430000
253763 -0.0002040 -0.0000760 -0.8092000 0.6308000 73.9430000
253726 -0.0002040 -0.0000760 -0.8039000 0.6423000 73.9550000
253696 -0.0002040 -0.0000760 -0.8077000 0.6439000 73.9400000
253373 -0.0002030 -0.0000760 -0.7992000 0.6431000 73.9440000
253288 -0.0002030 -0.0000750 -0.7989000 0.6412000 73.9590000
253167 -0.0002040 -0.0000750 -0.8009000 0.6373000 73.9490000
253167 -0.0002030 -0.0000750 -0.8037000 0.6359000 73.9480000
253149 -0.0002030 -0.0000780 -0.8037000 0.6355000 73.9520000
252997 -0.0002040 -0.0000740 -0.8021000 0.6386000 73.9440000
252997 -0.0002050 -0.0000770 -0.8120000 0.6392000 73.9590000
252875 -0.0002040 -0.0000780 -0.7997000 0.6090000 73.8940000
252764 -0.0002040 -0.0000760 -0.8030000 0.6382000 73.9520000
252751 -0.0002040 -0.0000750 -0.8061000 0.6414000 73.9480000
